customerid,age,gender,frequencyofpurchases,purchaseamount,interactiontype,subscriptionstatus,promocodeused,previouspurchases,timestamp
399,20,Male,Every 3 Months,67,purchase,Yes,Yes,25,2023-07-24
400,60,Male,Monthly,35,view,Yes,Yes,10,2023-07-25
401,39,Male,Fortnightly,66,like,Yes,Yes,14,2023-07-26
402,43,Male,Quarterly,91,view,Yes,Yes,21,2023-07-27
403,31,Male,Monthly,78,like,Yes,Yes,26,2023-07-28
404,19,Male,Annually,45,like,Yes,Yes,12,2023-07-29
405,35,Male,Monthly,93,purchase,Yes,Yes,11,2023-07-30
406,41,Male,Annually,74,view,Yes,Yes,15,2023-07-31
407,52,Male,Monthly,55,like,Yes,Yes,13,2023-08-01
408,45,Male,Bi-Weekly,76,purchase,Yes,Yes,5,2023-08-02
409,34,Male,Fortnightly,66,purchase,Yes,Yes,36,2023-08-03
410,35,Male,Monthly,51,view,Yes,Yes,32,2023-08-04
411,29,Male,Quarterly,26,like,Yes,Yes,1,2023-08-05
412,59,Male,Annually,29,view,Yes,Yes,15,2023-08-06
413,24,Male,Weekly,74,like,Yes,Yes,3,2023-08-07
414,70,Male,Monthly,99,like,Yes,Yes,48,2023-08-08
415,29,Male,Weekly,88,purchase,Yes,Yes,30,2023-08-09
416,67,Male,Monthly,31,view,Yes,Yes,40,2023-08-10
417,36,Male,Fortnightly,55,like,Yes,Yes,24,2023-08-11
418,23,Male,Quarterly,81,purchase,Yes,Yes,48,2023-08-12
419,18,Male,Bi-Weekly,73,purchase,Yes,Yes,27,2023-08-13
420,53,Male,Every 3 Months,91,view,Yes,Yes,14,2023-08-14
421,32,Male,Bi-Weekly,54,like,Yes,Yes,18,2023-08-15
422,38,Male,Bi-Weekly,40,view,Yes,Yes,48,2023-08-16
423,47,Male,Annually,59,like,Yes,Yes,32,2023-08-17
424,46,Male,Bi-Weekly,26,purchase,Yes,Yes,21,2023-08-18
425,66,Male,Fortnightly,23,view,Yes,Yes,42,2023-08-19
426,40,Male,Quarterly,87,like,Yes,Yes,4,2023-08-20
427,43,Male,Quarterly,71,view,Yes,Yes,19,2023-08-21
428,58,Male,Quarterly,91,like,Yes,Yes,6,2023-08-22
429,21,Male,Fortnightly,64,like,Yes,Yes,2,2023-08-23
430,42,Male,Fortnightly,94,purchase,Yes,Yes,21,2023-08-24
431,24,Male,Annually,40,view,Yes,Yes,40,2023-08-25
432,43,Male,Fortnightly,76,like,Yes,Yes,33,2023-08-26
433,47,Male,Weekly,86,purchase,Yes,Yes,26,2023-08-27
434,49,Male,Fortnightly,92,purchase,Yes,Yes,23,2023-08-28
435,50,Male,Every 3 Months,52,view,Yes,Yes,39,2023-08-29
436,51,Male,Monthly,28,like,Yes,Yes,42,2023-08-30
437,40,Male,Weekly,46,view,Yes,Yes,41,2023-08-31
438,45,Male,Annually,50,like,Yes,Yes,41,2023-09-01
439,52,Male,Fortnightly,23,like,Yes,Yes,12,2023-09-02
440,62,Male,Monthly,50,purchase,Yes,Yes,31,2023-09-03
441,20,Male,Fortnightly,89,view,Yes,Yes,34,2023-09-04
442,43,Male,Annually,81,like,Yes,Yes,32,2023-09-05
443,29,Male,Quarterly,69,purchase,Yes,Yes,31,2023-09-06
444,22,Male,Annually,67,purchase,Yes,Yes,24,2023-09-07
445,48,Male,Annually,20,purchase,Yes,Yes,31,2023-09-08
446,42,Male,Annually,29,view,Yes,Yes,18,2023-09-09
447,19,Male,Monthly,74,like,Yes,Yes,15,2023-09-10
448,60,Male,Every 3 Months,82,view,Yes,Yes,7,2023-09-11
449,32,Male,Fortnightly,23,like,Yes,Yes,35,2023-09-12
450,26,Male,Monthly,45,like,Yes,Yes,35,2023-09-13
451,25,Male,Monthly,21,purchase,Yes,Yes,19,2023-09-14
452,66,Male,Fortnightly,31,view,Yes,Yes,26,2023-09-15
453,45,Male,Fortnightly,45,like,Yes,Yes,39,2023-09-16
454,54,Male,Weekly,56,purchase,Yes,Yes,22,2023-09-17
455,37,Male,Bi-Weekly,97,purchase,Yes,Yes,14,2023-09-18
456,54,Male,Fortnightly,100,purchase,Yes,Yes,50,2023-09-19
457,50,Male,Quarterly,96,view,Yes,Yes,33,2023-09-20
458,25,Male,Every 3 Months,99,like,Yes,Yes,48,2023-09-21
459,47,Male,Monthly,91,view,Yes,Yes,48,2023-09-22
460,63,Male,Fortnightly,30,like,Yes,Yes,27,2023-09-23
461,64,Male,Weekly,65,like,Yes,Yes,27,2023-09-24
462,18,Male,Weekly,93,purchase,Yes,Yes,20,2023-09-25
463,59,Male,Every 3 Months,81,view,Yes,Yes,48,2023-09-26
464,37,Male,Weekly,81,like,Yes,Yes,29,2023-09-27
465,23,Male,Monthly,52,purchase,Yes,Yes,45,2023-09-28
466,54,Male,Quarterly,88,purchase,Yes,Yes,25,2023-09-29
467,38,Male,Weekly,24,view,Yes,Yes,25,2023-09-30
468,19,Male,Every 3 Months,51,like,Yes,Yes,37,2023-10-01
469,34,Male,Quarterly,38,view,Yes,Yes,16,2023-10-02
470,21,Male,Bi-Weekly,46,like,Yes,Yes,30,2023-10-03
471,50,Male,Every 3 Months,63,like,Yes,Yes,6,2023-10-04
472,55,Male,Quarterly,72,purchase,Yes,Yes,36,2023-10-05
473,20,Male,Quarterly,39,view,Yes,Yes,3,2023-10-06
474,34,Male,Every 3 Months,42,like,Yes,Yes,29,2023-10-07
475,62,Male,Quarterly,76,purchase,Yes,Yes,15,2023-10-08
476,21,Male,Annually,66,purchase,Yes,Yes,18,2023-10-10
477,21,Male,Fortnightly,90,view,Yes,Yes,2,2023-10-11
478,42,Male,Weekly,56,like,Yes,Yes,49,2023-10-12
479,35,Male,Annually,43,view,Yes,Yes,48,2023-10-10
480,39,Male,Monthly,84,like,Yes,Yes,43,2023-10-11
481,68,Male,Bi-Weekly,88,like,Yes,Yes,30,2023-10-12
482,46,Male,Fortnightly,88,purchase,Yes,Yes,10,2023-10-13
483,41,Male,Annually,42,view,Yes,Yes,11,2023-10-14
484,23,Male,Weekly,73,like,Yes,Yes,12,2023-10-15
485,68,Male,Quarterly,73,view,Yes,Yes,28,2023-10-16
486,48,Male,Fortnightly,44,like,Yes,Yes,36,2023-10-17
487,38,Male,Every 3 Months,63,like,Yes,Yes,37,2023-10-18
488,41,Male,Quarterly,68,purchase,Yes,Yes,22,2023-10-19
489,58,Male,Weekly,29,view,Yes,Yes,32,2023-10-20
490,49,Male,Annually,85,like,Yes,Yes,40,2023-10-21
491,57,Male,Monthly,42,purchase,Yes,Yes,47,2023-10-22
492,49,Male,Bi-Weekly,69,purchase,Yes,Yes,24,2023-10-23
493,50,Male,Weekly,62,purchase,Yes,Yes,11,2023-10-24
494,28,Male,Bi-Weekly,48,view,Yes,Yes,19,2023-10-25
495,38,Male,Weekly,68,like,Yes,Yes,42,2023-10-26
496,33,Male,Fortnightly,36,view,Yes,Yes,6,2023-10-27
497,30,Male,Fortnightly,63,like,Yes,Yes,31,2023-10-28
498,43,Male,Weekly,39,like,Yes,Yes,31,2023-10-29
499,43,Male,Monthly,78,purchase,Yes,Yes,27,2023-10-30
500,36,Male,Monthly,99,view,Yes,Yes,24,2023-10-31
501,36,Male,Every 3 Months,31,like,Yes,Yes,35,2023-11-01
502,64,Male,Annually,45,purchase,Yes,Yes,21,2023-11-02
503,59,Male,Fortnightly,30,purchase,Yes,Yes,8,2023-11-03
504,55,Male,Quarterly,24,view,Yes,Yes,26,2023-11-04
505,42,Male,Annually,22,like,Yes,Yes,26,2023-11-05
506,61,Male,Bi-Weekly,63,view,Yes,Yes,9,2023-11-06
507,28,Male,Annually,40,like,Yes,Yes,48,2023-11-07
508,65,Male,Fortnightly,20,like,Yes,Yes,33,2023-11-08
509,27,Male,Quarterly,20,purchase,Yes,Yes,31,2023-11-09
510,41,Male,Weekly,80,view,Yes,Yes,17,2023-11-10
511,21,Male,Annually,87,like,Yes,Yes,22,2023-11-11
512,61,Male,Annually,46,purchase,Yes,Yes,8,2023-11-12
513,19,Male,Monthly,49,purchase,Yes,Yes,2,2023-11-13
514,22,Male,Annually,65,view,Yes,Yes,45,2023-11-14
515,64,Male,Quarterly,62,like,Yes,Yes,47,2023-11-15
516,28,Male,Monthly,67,view,Yes,Yes,7,2023-11-16
517,34,Male,Bi-Weekly,41,like,Yes,Yes,19,2023-11-17
518,61,Male,Every 3 Months,49,like,Yes,Yes,44,2023-11-18
519,24,Male,Every 3 Months,100,purchase,Yes,Yes,16,2023-11-19
520,19,Male,Quarterly,54,view,Yes,Yes,17,2023-11-20
521,51,Male,Quarterly,84,like,Yes,Yes,20,2023-11-21
522,36,Male,Annually,41,purchase,Yes,Yes,50,2023-11-22
523,65,Male,Quarterly,88,purchase,Yes,Yes,37,2023-11-23
524,46,Male,Quarterly,40,view,Yes,Yes,5,2023-11-24
525,59,Male,Annually,39,like,Yes,Yes,44,2023-11-25
526,51,Male,Monthly,37,view,Yes,Yes,41,2023-11-26
527,51,Male,Monthly,52,like,Yes,Yes,19,2023-11-27
528,21,Male,Every 3 Months,23,like,Yes,Yes,47,2023-11-28
529,34,Male,Annually,88,purchase,Yes,Yes,40,2023-11-29
530,32,Male,Monthly,84,view,Yes,Yes,6,2023-11-30
531,48,Male,Bi-Weekly,37,like,Yes,Yes,25,2023-12-01
532,50,Male,Weekly,51,purchase,Yes,Yes,42,2023-12-02
533,26,Male,Every 3 Months,76,purchase,Yes,Yes,35,2023-12-03
534,57,Male,Weekly,60,view,Yes,Yes,17,2023-12-04
535,65,Male,Quarterly,72,like,Yes,Yes,4,2023-12-05
536,56,Male,Weekly,45,view,Yes,Yes,24,2023-12-06
537,44,Male,Every 3 Months,84,like,Yes,Yes,16,2023-12-07
538,50,Male,Annually,49,like,Yes,Yes,14,2023-12-08
539,27,Male,Weekly,22,purchase,Yes,Yes,43,2023-12-09
540,49,Male,Weekly,48,view,Yes,Yes,49,2023-12-10
541,49,Male,Every 3 Months,37,like,Yes,Yes,33,2023-12-11
542,52,Male,Bi-Weekly,27,purchase,Yes,Yes,45,2023-12-12
543,27,Male,Bi-Weekly,79,purchase,Yes,Yes,35,2023-12-13
544,53,Male,Monthly,98,view,Yes,Yes,11,2023-12-14
545,34,Male,Every 3 Months,64,like,Yes,Yes,30,2023-12-15
546,33,Male,Annually,32,view,Yes,Yes,48,2023-12-16
547,62,Male,Bi-Weekly,74,like,Yes,Yes,45,2023-12-17
548,38,Male,Weekly,50,like,Yes,Yes,26,2023-12-18
549,36,Male,Every 3 Months,64,purchase,Yes,Yes,41,2023-12-19
550,31,Male,Bi-Weekly,29,view,Yes,Yes,37,2023-12-20
551,62,Male,Weekly,62,like,Yes,Yes,12,2023-12-21
552,29,Male,Bi-Weekly,78,purchase,Yes,Yes,27,2023-12-22
553,24,Male,Weekly,94,Unk,Yes,Yes,18,N
554,63,Male,Quarterly,59,purchase,Yes,Yes,15,2023-12-24
555,56,Male,Weekly,47,view,Yes,Yes,34,2023-12-25
556,63,Male,Annually,57,like,Yes,Yes,37,2023-12-26
557,40,Male,Fortnightly,90,view,Yes,Yes,21,2023-12-27
558,18,Male,Weekly,60,like,Yes,Yes,31,2023-12-28
559,50,Male,Every 3 Months,77,like,Yes,Yes,43,2023-01-01
560,66,Male,Monthly,41,purchase,Yes,Yes,22,2022-12-28
561,25,Male,Annually,48,view,Yes,Yes,12,2022-12-29
562,65,Male,Fortnightly,65,like,Yes,Yes,25,2022-12-30
563,53,Male,Annually,62,purchase,Yes,Yes,40,2022-12-31
564,61,Male,Quarterly,99,purchase,Yes,Yes,16,2023-01-01
565,67,Male,Weekly,58,view,Yes,Yes,30,2023-01-02
566,59,Male,Weekly,43,like,Yes,Yes,10,2023-01-03
567,55,Male,Fortnightly,93,view,Yes,Yes,1,2023-01-04
568,21,Male,Fortnightly,50,like,Yes,Yes,24,2023-01-05
569,44,Male,Monthly,88,like,Yes,Yes,36,2023-01-06
570,65,Male,Every 3 Months,33,purchase,Yes,Yes,46,2023-01-07
571,65,Male,Annually,99,view,Yes,Yes,20,2023-01-08
572,54,Male,Weekly,76,like,Yes,Yes,37,2023-01-09
573,56,Male,Annually,97,purchase,Yes,Yes,26,2023-01-10
574,58,Male,Bi-Weekly,68,purchase,Yes,Yes,23,2023-01-11
575,54,Male,Bi-Weekly,79,view,Yes,Yes,20,2023-01-12
576,58,Male,Monthly,86,like,Yes,Yes,38,2023-01-13
577,48,Male,Every 3 Months,68,view,Yes,Yes,5,2023-01-14
578,19,Male,Annually,52,like,Yes,Yes,41,2023-01-15
579,69,Male,Fortnightly,90,like,Yes,Yes,22,2023-01-16
580,58,Male,Annually,41,purchase,Yes,Yes,48,2023-01-17
581,49,Male,Weekly,80,view,Yes,Yes,10,2023-01-18
582,32,Male,Every 3 Months,100,like,Yes,Yes,12,2023-01-19
583,40,Male,Quarterly,77,purchase,Yes,Yes,2,2023-01-20
584,25,Male,Monthly,78,purchase,Yes,Yes,38,2023-01-21
585,70,Male,Monthly,94,view,Yes,Yes,20,2023-01-22
586,69,Male,Every 3 Months,23,like,Yes,Yes,5,2023-01-23
587,45,Male,Annually,20,view,Yes,Yes,9,2023-01-24
588,29,Male,Every 3 Months,86,like,Yes,Yes,48,2023-10-10
589,47,Male,Quarterly,60,like,Yes,Yes,9,2023-10-11
590,28,Male,Annually,70,purchase,Yes,Yes,40,2023-10-12
591,64,Male,Fortnightly,39,view,Yes,Yes,30,2023-10-13
592,47,Male,Bi-Weekly,37,like,Yes,Yes,6,2023-10-14
593,60,Male,Every 3 Months,29,purchase,Yes,Yes,42,2023-10-15
594,67,Male,Every 3 Months,35,purchase,Yes,Yes,9,2023-10-16
595,35,Male,Monthly,83,view,Yes,Yes,6,2023-10-17
596,30,Male,Quarterly,77,like,Yes,Yes,47,2023-10-18
597,23,Male,Annually,37,view,Yes,Yes,36,2023-10-19
598,70,Male,Fortnightly,69,like,Yes,Yes,19,2023-10-20
599,21,Male,Every 3 Months,66,like,Yes,Yes,30,2023-10-21
600,51,Male,Every 3 Months,26,purchase,Yes,Yes,27,2023-10-22
601,22,Male,Monthly,63,view,Yes,Yes,25,2023-10-23
602,32,Male,Fortnightly,38,like,Yes,Yes,5,2023-10-24
603,37,Male,Every 3 Months,58,purchase,Yes,Yes,10,2023-10-25
604,31,Male,Every 3 Months,46,purchase,Yes,Yes,26,2023-10-26
605,44,Male,Every 3 Months,92,view,Yes,Yes,11,2023-10-27
606,40,Male,Weekly,32,like,Yes,Yes,17,2023-10-28
607,27,Male,Monthly,90,view,Yes,Yes,44,2023-10-29
608,47,Male,Monthly,23,purchase,Yes,Yes,44,2023-10-30
609,41,Male,Every 3 Months,25,view,Yes,Yes,21,2023-10-31
610,51,Male,Fortnightly,54,like,Yes,Yes,49,2023-11-01
611,53,Male,Every 3 Months,72,view,Yes,Yes,27,2023-11-02
612,43,Male,Monthly,33,like,Yes,Yes,19,2023-11-03
613,67,Male,Quarterly,43,like,Yes,Yes,33,2023-11-04
614,61,Male,Bi-Weekly,51,purchase,Yes,Yes,46,2023-11-05
615,68,Male,Bi-Weekly,85,view,Yes,Yes,21,2023-11-06
616,67,Male,Annually,100,like,Yes,Yes,23,2023-11-07
617,29,Male,Every 3 Months,72,purchase,Yes,Yes,38,2023-11-08
618,50,Male,Quarterly,57,purchase,Yes,Yes,2,2023-11-09
619,61,Male,Bi-Weekly,94,view,Yes,Yes,21,2023-11-10
620,19,Male,Every 3 Months,34,like,Yes,Yes,1,2023-11-11
621,33,Male,Every 3 Months,89,view,Yes,Yes,10,2023-11-12
622,51,Male,Weekly,27,like,Yes,Yes,45,2023-11-13
623,69,Male,Fortnightly,63,like,Yes,Yes,44,2023-11-14
624,19,Male,Bi-Weekly,70,purchase,Yes,Yes,48,2023-11-15
625,55,Male,Annually,87,view,Yes,Yes,21,2023-11-16
626,49,Male,Weekly,79,like,Yes,Yes,1,2023-11-17
627,31,Male,Annually,79,purchase,Yes,Yes,10,2023-11-18
628,42,Male,Monthly,44,purchase,Yes,Yes,24,2023-11-19
629,69,Male,Monthly,85,view,Yes,Yes,29,2023-11-20
630,26,Male,Annually,90,like,Yes,Yes,11,2023-11-21
631,41,Male,Annually,94,view,Yes,Yes,33,2023-11-22
632,55,Male,Fortnightly,68,like,Yes,Yes,27,2023-11-23
633,35,Male,Fortnightly,51,purchase,Yes,Yes,19,2023-11-24
634,66,Male,Quarterly,33,view,Yes,Yes,50,2023-11-25
635,36,Male,Weekly,60,like,Yes,Yes,46,2023-11-26
636,27,Male,Quarterly,59,view,Yes,Yes,28,2023-11-27
637,41,Male,Every 3 Months,30,like,Yes,Yes,14,2023-11-28
638,21,Male,Fortnightly,20,like,Yes,Yes,46,2023-11-29
639,53,Male,Monthly,20,purchase,Yes,Yes,41,2023-11-30
640,54,Male,Annually,24,view,Yes,Yes,50,2023-12-01
641,53,Male,Fortnightly,88,like,Yes,Yes,28,2023-12-02
642,47,Male,Every 3 Months,78,purchase,Yes,Yes,23,2023-12-03
643,64,Male,Bi-Weekly,25,purchase,Yes,Yes,14,2023-12-04
644,18,Male,Every 3 Months,57,view,Yes,Yes,10,2023-12-05
645,68,Male,Weekly,93,like,Yes,Yes,37,2023-12-06
646,62,Male,Bi-Weekly,42,view,Yes,Yes,15,2023-12-07
647,51,Male,Bi-Weekly,54,like,Yes,Yes,19,2023-12-08
648,54,Male,Fortnightly,70,like,Yes,Yes,23,2023-12-09
649,22,Male,Weekly,31,purchase,Yes,Yes,35,2023-12-10
650,53,Male,Every 3 Months,93,view,Yes,Yes,33,2023-12-11
651,34,Male,Annually,40,like,Yes,Yes,12,2023-12-12
652,32,Male,Fortnightly,32,purchase,Yes,Yes,41,2023-12-13
653,64,Male,Weekly,27,purchase,Yes,Yes,27,2023-12-14
654,20,Male,Fortnightly,68,view,Yes,Yes,45,2023-12-15
655,24,Male,Annually,59,like,Yes,Yes,23,2023-12-16
656,20,Male,Monthly,36,view,Yes,Yes,19,2023-12-17
657,42,Male,Quarterly,23,like,Yes,Yes,6,2023-12-18
658,48,Male,Quarterly,80,like,Yes,Yes,6,2023-12-19
659,62,Male,Weekly,37,purchase,Yes,Yes,20,2023-12-20
660,62,Male,Weekly,52,view,Yes,Yes,8,2023-12-21
661,50,Male,Quarterly,79,like,Yes,Yes,39,2023-12-22
662,57,Male,Quarterly,68,purchase,Yes,Yes,39,2023-12-23
663,24,Male,Bi-Weekly,98,purchase,Yes,Yes,39,2023-12-24
664,59,Male,Monthly,83,view,Yes,Yes,23,2023-12-25
665,63,Male,Bi-Weekly,83,like,Yes,Yes,41,2023-12-26
666,41,Male,Annually,55,view,Yes,Yes,50,2023-12-27
667,35,Male,Quarterly,26,like,Yes,Yes,30,2023-12-28
668,34,Male,Quarterly,76,like,Yes,Yes,32,2023-01-01
669,49,Male,Monthly,85,purchase,Yes,Yes,35,2022-12-28
670,43,Male,Bi-Weekly,89,view,Yes,Yes,45,2022-12-29
671,63,Male,Bi-Weekly,41,like,Yes,Yes,37,2022-12-30
672,38,Male,Weekly,30,purchase,Yes,Yes,45,2022-12-31
673,59,Male,Quarterly,53,purchase,Yes,Yes,29,2023-01-01
674,35,Male,Bi-Weekly,66,view,Yes,Yes,27,2023-01-02
675,48,Male,Annually,33,like,Yes,Yes,36,2023-01-03
676,64,Male,Annually,86,view,Yes,Yes,9,2023-01-04
677,28,Male,Bi-Weekly,60,like,Yes,Yes,38,2023-01-05
678,60,Male,Annually,62,like,Yes,Yes,41,2023-01-06
679,27,Male,Every 3 Months,74,purchase,Yes,Yes,25,2023-01-07
680,56,Male,Fortnightly,95,view,Yes,Yes,37,2023-01-08
681,58,Male,Annually,25,like,Yes,Yes,3,2023-01-09
682,30,Male,Every 3 Months,59,purchase,Yes,Yes,24,2023-01-10
683,23,Male,Bi-Weekly,29,purchase,Yes,Yes,49,2023-01-11
684,33,Male,Monthly,36,view,Yes,Yes,3,2023-01-12
685,63,Male,Monthly,82,like,Yes,Yes,42,2023-01-13
686,70,Male,Fortnightly,71,view,Yes,Yes,32,2023-01-14
687,70,Male,Fortnightly,35,purchase,Yes,Yes,33,2023-01-15
688,19,Male,Quarterly,38,view,Yes,Yes,46,2023-01-16
689,25,Male,Monthly,59,like,Yes,Yes,44,2023-01-17
690,19,Male,Every 3 Months,91,view,Yes,Yes,35,2023-10-10
691,25,Male,Weekly,68,like,Yes,Yes,45,2023-10-11
692,60,Male,Bi-Weekly,21,like,Yes,Yes,37,2023-10-12
693,35,Male,Every 3 Months,95,purchase,Yes,Yes,40,2023-10-13
694,46,Male,Every 3 Months,52,view,Yes,Yes,30,2023-10-14
695,41,Male,Every 3 Months,21,like,Yes,Yes,38,2023-10-15
696,30,Male,Every 3 Months,67,purchase,Yes,Yes,15,2023-10-16
697,44,Male,Monthly,42,purchase,Yes,Yes,49,2023-10-17
698,61,Male,Quarterly,63,view,Yes,Yes,40,2023-10-18
699,55,Male,Weekly,41,like,Yes,Yes,40,2023-10-19
700,50,Male,Weekly,46,view,Yes,Yes,5,2023-10-20
701,57,Male,Monthly,79,like,Yes,Yes,5,2023-10-21
702,51,Male,Every 3 Months,90,like,Yes,Yes,5,2023-10-22
703,18,Male,Weekly,71,purchase,Yes,Yes,1,2023-10-23
704,63,Male,Weekly,87,view,Yes,Yes,21,2023-10-24
705,34,Male,Annually,66,like,Yes,Yes,18,2023-10-25
706,25,Male,Quarterly,90,purchase,Yes,Yes,49,2023-10-26
707,46,Male,Weekly,47,purchase,Yes,Yes,27,2023-10-27
708,59,Male,Annually,38,view,Yes,Yes,21,2023-10-28
709,37,Male,Fortnightly,50,like,Yes,Yes,19,2023-10-29
710,49,Male,Monthly,79,view,Yes,Yes,23,2023-10-30
711,22,Male,Fortnightly,91,like,Yes,Yes,26,2023-10-31
712,64,Male,Bi-Weekly,60,like,Yes,Yes,13,2023-11-01
713,42,Male,Quarterly,81,purchase,Yes,Yes,36,2023-11-02
714,37,Male,Bi-Weekly,90,view,Yes,Yes,39,2023-11-03
715,26,Male,Fortnightly,70,like,Yes,Yes,40,2023-11-04
716,33,Male,Quarterly,63,purchase,Yes,Yes,37,2023-11-05
717,30,Male,Bi-Weekly,29,purchase,Yes,Yes,9,2023-11-06
718,21,Male,Every 3 Months,90,view,Yes,Yes,7,2023-11-07
719,22,Male,Annually,22,like,Yes,Yes,25,2023-11-08
720,63,Male,Bi-Weekly,22,view,Yes,Yes,42,2023-11-09
721,33,Male,Weekly,62,like,Yes,Yes,19,2023-11-10
722,43,Male,Every 3 Months,57,like,Yes,Yes,41,2023-11-11
723,27,Male,Bi-Weekly,32,purchase,Yes,Yes,50,2023-11-12
724,35,Male,Monthly,53,view,Yes,Yes,43,2023-11-13
725,37,Male,Every 3 Months,79,like,Yes,Yes,36,2023-11-14
726,61,Male,Fortnightly,61,purchase,Yes,Yes,33,2023-11-15
727,32,Male,Every 3 Months,78,purchase,Yes,Yes,20,2023-11-16
728,62,Male,Every 3 Months,97,view,Yes,Yes,37,2023-11-17
729,29,Male,Every 3 Months,78,like,Yes,Yes,12,2023-11-18
730,41,Male,Every 3 Months,56,view,Yes,Yes,46,2023-11-19
731,48,Male,Fortnightly,25,like,Yes,Yes,28,2023-11-20
732,43,Male,Fortnightly,28,like,Yes,Yes,30,2023-11-21
733,34,Male,Bi-Weekly,57,purchase,Yes,Yes,28,2023-11-22
734,45,Male,Bi-Weekly,36,view,Yes,Yes,20,2023-11-23
735,65,Male,Every 3 Months,69,like,Yes,Yes,39,2023-11-24
736,61,Male,Bi-Weekly,48,purchase,Yes,Yes,48,2023-11-25
737,18,Male,Every 3 Months,58,like,Yes,Yes,32,2023-11-26
738,47,Male,Annually,24,like,Yes,Yes,28,2023-11-27
739,56,Male,Quarterly,31,purchase,Yes,Yes,27,2023-11-28
740,64,Male,Bi-Weekly,29,view,Yes,Yes,26,2023-11-29
741,26,Male,Fortnightly,69,like,Yes,Yes,22,2023-11-30
742,22,Male,Every 3 Months,79,view,Yes,Yes,23,2023-12-01
743,64,Male,Quarterly,39,like,Yes,Yes,21,2023-12-02
744,21,Male,Weekly,84,like,Yes,Yes,36,2023-12-03
745,67,Male,Bi-Weekly,66,purchase,Yes,Yes,42,2023-12-04
746,46,Male,Monthly,92,view,Yes,Yes,4,2023-12-05
747,40,Male,Annually,45,like,Yes,Yes,47,2023-12-06
748,51,Male,Weekly,74,purchase,Yes,Yes,13,2023-12-07
749,35,Male,Quarterly,39,purchase,Yes,Yes,8,2023-12-08
750,56,Male,Quarterly,71,view,Yes,Yes,11,2023-12-09
751,25,Male,Annually,95,like,Yes,Yes,5,2023-12-10
752,65,Male,Monthly,72,view,Yes,Yes,1,2023-12-11
753,39,Male,Every 3 Months,85,like,Yes,Yes,17,2023-12-12
754,47,Male,Quarterly,54,purchase,Yes,Yes,27,2023-12-13
755,36,Male,Quarterly,41,view,Yes,Yes,3,2023-12-14
756,66,Male,Weekly,24,like,Yes,Yes,22,2023-12-15
757,62,Male,Fortnightly,99,view,Yes,Yes,24,2023-12-16
758,41,Male,Quarterly,32,like,Yes,Yes,18,2023-12-17
759,66,Male,Every 3 Months,71,like,Yes,Yes,39,2023-12-18
760,51,Male,Fortnightly,49,purchase,Yes,Yes,25,2023-12-19
761,33,Male,Annually,50,view,Yes,Yes,6,2023-12-20
762,57,Male,Weekly,91,like,Yes,Yes,26,2023-12-21
763,45,Male,Fortnightly,46,purchase,Yes,Yes,43,2023-12-22
764,61,Male,Monthly,50,purchase,Yes,Yes,6,2023-12-23
765,55,Male,Quarterly,39,view,Yes,Yes,6,2023-12-24
766,54,Male,Quarterly,99,like,Yes,Yes,13,2023-12-25
767,57,Male,Monthly,48,view,Yes,Yes,13,2023-12-26
768,27,Male,Annually,77,like,Yes,Yes,11,2023-12-27
769,64,Male,Weekly,95,like,Yes,Yes,45,2023-12-28
770,52,Male,Monthly,100,purchase,Yes,Yes,8,2023-01-01
771,19,Male,Annually,54,view,Yes,Yes,8,2022-12-28
772,22,Male,Fortnightly,68,like,Yes,Yes,34,2022-12-29
773,18,Male,Bi-Weekly,22,purchase,Yes,Yes,40,2022-12-30
774,29,Male,Bi-Weekly,84,purchase,Yes,Yes,14,2022-12-31
775,42,Male,Quarterly,46,view,Yes,Yes,11,2023-01-01
776,49,Male,Monthly,53,like,Yes,Yes,8,2023-01-02
777,49,Male,Every 3 Months,60,view,Yes,Yes,8,2023-01-03
778,55,Male,Weekly,32,like,Yes,Yes,37,2023-01-04
779,29,Male,Annually,50,purchase,Yes,Yes,23,2023-01-05
780,60,Male,Annually,94,view,Yes,Yes,38,2023-10-10
781,34,Male,Quarterly,26,like,Yes,Yes,38,2023-10-11
782,30,Male,Fortnightly,44,view,Yes,Yes,12,2023-10-12
783,28,Male,Weekly,57,like,Yes,Yes,15,2023-10-13
784,63,Male,Fortnightly,65,like,Yes,Yes,38,2023-10-14
785,31,Male,Every 3 Months,72,purchase,Yes,Yes,41,2023-10-15
786,46,Male,Fortnightly,62,view,Yes,Yes,37,2023-10-16
787,70,Male,Every 3 Months,21,like,Yes,Yes,16,2023-10-17
788,53,Male,Weekly,85,purchase,Yes,Yes,25,2023-10-18
789,50,Male,Quarterly,51,purchase,Yes,Yes,18,2023-10-19
790,33,Male,Bi-Weekly,84,view,Yes,Yes,4,2023-10-20
791,22,Male,Quarterly,37,like,Yes,Yes,12,2023-10-21
792,50,Male,Fortnightly,44,view,Yes,Yes,35,2023-10-22
793,34,Male,Weekly,45,like,Yes,Yes,45,2023-10-23
794,24,Male,Monthly,35,like,Yes,Yes,16,2023-10-24
795,69,Male,Fortnightly,50,purchase,Yes,Yes,10,2023-10-25
796,39,Male,Annually,26,view,Yes,Yes,34,2023-10-26
797,42,Male,Annually,78,like,Yes,Yes,43,2023-10-27
798,42,Male,Weekly,82,purchase,Yes,Yes,38,2023-10-28
