uniqeid,subcategory,category,itempurchased,size,color,reviewrating,timestamp,isamazonseller,paymentmethod
ca62888a827c3e100d7d568ec5566b13,Toys & Games | Games & Accessories | Card Games | Standard Playing Card Decks,Accessories,Gloves,M,Charcoal,3.8,2023-11-29,Y,Bank Transfer
db0a553576007aa849546f6adcbac2ba,Toys & Games | Play Vehicles | Die-Cast Vehicles,Accessories,Gloves,M,Orange,4.6,2023-11-30,Y,Venmo
590f3150f17afe14169b882ccb085894,Toys & Games | Building Toys | Building Sets,Accessories,Backpack,M,Olive,3.0,2023-12-01,Y,Venmo
aade3ca10a67c48547cb7321a8bfdff2,Toys & Games | Arts & Crafts | Craft Kits | Jewelry,Accessories,Sunglasses,M,Turquoise,3.0,2023-12-02,Y,PayPal
78781a21385e64c99625cfa04169930c,Toys & Games | Party Supplies | Party Tableware | Napkins,Clothing,Skirt,M,Purple,3.4,2023-12-03,Y,Debit Card
0c9eb56d53ae22e149e1a74b1e26e2aa,"Clothing, Shoes & Jewelry | Costumes & Accessories | Men | Accessories | Headwear",Accessories,Handbag,S,Purple,2.6,2023-12-04,Y,Credit Card
b16353a747c799db484e5bf81167c98c,"Toys & Games | Collectible Toys | Statues, Bobbleheads & Busts | Statues",Accessories,Handbag,S,Yellow,2.8,2023-12-05,Y,Cash
44af50aecebcfbca03654d2ab92aac6b,Toys & Games | Dress Up & Pretend Play | Costumes,Footwear,Sneakers,XL,Indigo,4.0,2023-12-06,Y,Cash
f4d3330e05b15674aa1f2c5b4d044cd4,"Toys & Games | Hobbies | Slot Cars, Race Tracks & Accessories | Slot Cars",Accessories,Gloves,M,Green,4.0,2023-12-07,Y,Credit Card
abe81df9ab60b47485e890b36cb279f9,"Clothing, Shoes & Jewelry | Costumes & Accessories | Kids & Baby | Girls | Costumes",Footwear,Shoes,M,Magenta,3.0,2023-12-08,Y,Cash
40d32e8dde1e0d2f405a1cf18c401d49,Toys & Games | Novelty & Gag Toys,Outerwear,Jacket,S,Gold,3.3,2023-12-09,Y,PayPal
fa1866644e57cb438168bff84ece7c25,"Clothing, Shoes & Jewelry | Costumes & Accessories | Men | Accessories",Clothing,Shirt,M,Maroon,2.6,2023-12-10,Y,Venmo
19ef9573802bf0c2d880c55e29c92003,Sports & Outdoors | Sports & Fitness | Leisure Sports & Game Room | Arcade & Table Games | Air Hockey,Clothing,Shorts,M,Blue,3.6,2023-12-11,Y,Credit Card
9a368eab9859f79f2850773b36b01917,Toys & Games | Baby & Toddler Toys | Sorting & Stacking Toys,Accessories,Jewelry,M,Violet,3.9,2023-12-12,Y,Credit Card
5ec9d590a90fce754b08cc415627ef07,"Clothing, Shoes & Jewelry | Costumes & Accessories | Women | Costumes & Cosplay Apparel | Costumes",Accessories,Hat,M,Turquoise,3.4,2023-12-13,Y,Cash
c0b2f8b41d4c0aeb5be8b262063ff0a7,Toys & Games | Baby & Toddler Toys | Activity Play Centers,Footwear,Shoes,L,Brown,3.5,2023-12-14,Y,Venmo
42ff187aa557c2def78a7aeb7c5a3d25,Toys & Games | Learning & Education | Science Kits & Toys,Outerwear,Coat,L,Violet,2.8,2023-12-15,Y,Bank Transfer
26175eb509322b28aecf0965db4fcae1,,Accessories,Backpack,L,Black,2.7,2023-12-16,Y,Credit Card
8810d7ffdc995fd1905089cf090f2d5d,Toys & Games | Arts & Crafts | Craft Kits,Clothing,Hoodie,L,Magenta,3.7,2023-12-17,Y,Bank Transfer
37069a8a693f09448ea83242955ff56c,Toys & Games | Toy Figures & Playsets | Playsets & Vehicles | Playsets,Clothing,Skirt,L,Lavender,4.3,2023-12-18,Y,PayPal
f8b4583c361d8b91315d49355691c920,Toys & Games | Learning & Education | Science Kits & Toys,Footwear,Boots,M,Violet,4.9,2023-12-19,Y,Bank Transfer
a7f78ae6d123b12bd9285d3425076cce,Toys & Games | Play Vehicles | Vehicle Playsets,Footwear,Sandals,L,Green,3.3,2023-12-20,Y,Debit Card
3faff4d14cfff86305b80201b1ace0db,Baby Products | Nursery | Décor | Wall Décor | Stickers,Clothing,Pants,M,Beige,4.7,2023-12-21,Y,Bank Transfer
b3b7ff2bd00e31dac0f81505658112cd,,Accessories,Gloves,XL,Purple,2.8,2023-12-22,Y,Debit Card
03a1c406637d39b830831a33b67ed4e6,Toys & Games | Toy Figures & Playsets | Action Figures,Clothing,Skirt,XL,Beige,3.6,2023-12-23,Y,Credit Card
49a72f6326b0e800e35de10585b53b97,"Clothing, Shoes & Jewelry | Costumes & Accessories | Kids & Baby | Girls | Costumes",Footwear,Sneakers,L,Cyan,3.0,2023-12-24,Y,Cash
4a1c57400118edff461f32f6116ea472,Toys & Games | Arts & Crafts | Stickers,Clothing,T-shirt,XL,Silver,4.5,2023-12-25,Y,Bank Transfer
43cd68313ad1554b93f6384cfa0c1ce0,"Arts, Crafts & Sewing | Painting, Drawing & Art Supplies | Drawing | Drawing Media | Pencils",Accessories,Backpack,S,Lavender,2.9,2023-12-26,Y,Debit Card
0d5ad41b9643f3b0ddedd4a4e66dad6d,Toys & Games | Toy Figures & Playsets | Action Figures,Footwear,Shoes,S,Purple,3.3,2023-12-27,Y,Bank Transfer
8094240b7ccaaea48c04ab37b889d29b,Toys & Games | Hobbies | Trains & Accessories | Accessories | Tracks,Clothing,Hoodie,M,Pink,3.1,2023-12-28,Y,Bank Transfer
d34cc15af5c365e8e4505fdbaec1bfbb,"Clothing, Shoes & Jewelry | Costumes & Accessories | Women | Costumes & Cosplay Apparel | Costumes",Clothing,Blouse,M,Maroon,4.4,2023-01-01,Y,Credit Card
3cb8cc66556c1b240fcdfdc9b89db022,Toys & Games | Baby & Toddler Toys | Rattles & Plush Rings,Outerwear,Coat,XL,Beige,3.0,2022-12-28,Y,Venmo
c0005a00778a24457415e0ed00885b71,,Accessories,Hat,M,Gray,3.9,2022-12-29,Y,Cash
b6029381cfd07d63f72db466ec8e5370,,Footwear,Shoes,L,Turquoise,2.9,2022-12-30,Y,PayPal
9e117154b3dd3ce367ca611560cca36d,Toys & Games | Baby & Toddler Toys | Activity Play Centers,Accessories,Belt,S,Silver,3.0,2022-12-31,Y,Venmo
39887c2739efaea41c8ff64b2bcf5a05,"Clothing, Shoes & Jewelry | Costumes & Accessories | Women | Costumes & Cosplay Apparel | Costumes",Accessories,Backpack,M,Olive,3.1,2023-01-01,Y,Debit Card
f8be834ac3d69dd71dcde215b308a38d,Toys & Games | Building Toys | Building Sets,Outerwear,Jacket,M,Magenta,4.3,2023-01-02,Y,Credit Card
ec05fb1e17e8206c1537dd9fc6cd4ca6,Toys & Games | Stuffed Animals & Plush Toys,Footwear,Boots,M,Lavender,3.9,2023-01-03,Y,Credit Card
67c5ad1b80a48100edd86b683ca6056d,,Accessories,Scarf,M,Black,3.2,2023-01-04,Y,Credit Card
e38b5f6d4d43c40bbb254a7eb0ef919a,Toys & Games | Puzzles,Accessories,Jewelry,M,Turquoise,4.8,2023-01-05,Y,Credit Card
8e34bfe8fdd48732e9f5c8fd0ae1c2a3,,Accessories,Hat,XL,Green,3.8,2023-01-06,Y,Cash
8a099a7dd34305e8428ab48fca3fad79,Toys & Games | Toy Figures & Playsets | Playsets & Vehicles | Playsets,Clothing,Dress,S,Teal,3.3,2023-01-07,Y,Venmo
1ce0d10b52aeadc76bf43579d2d95aca,Tools & Home Improvement | Lighting & Ceiling Fans | Wall Lights | Night Lights,Clothing,Blouse,S,Beige,4.3,2023-01-08,Y,Bank Transfer
c9ccb2238b43b1c07eeee6efaeec1f3b,,Accessories,Hat,L,Magenta,2.7,2023-01-09,Y,Venmo
f2ebc91da22bc057f048bc35cea0bf6f,Toys & Games | Stuffed Animals & Plush Toys,Accessories,Scarf,S,Yellow,3.2,2023-01-10,Y,Bank Transfer
d0777b6e4b75a1c3edac4547132635c6,"Clothing, Shoes & Jewelry | Costumes & Accessories | Kids & Baby | Girls | Costumes",Footwear,Sneakers,M,Yellow,4.0,2023-01-11,Y,Cash
0c5298272cf8b8c881bfba43f0f9821a,Toys & Games | Puzzles | Jigsaw Puzzles,Clothing,Shirt,M,Silver,3.0,2023-01-12,Y,PayPal
3b9ed9c6566b4f6327b418d5eded459c,,Clothing,T-shirt,L,Silver,4.2,2023-01-13,Y,Venmo
067feff8d867690cd1e496a645a88516,Toys & Games | Dress Up & Pretend Play | Costumes,Accessories,Gloves,M,Silver,2.9,2023-01-14,Y,Bank Transfer
80b61d90b88b9751fe83776533e8ea2b,"Clothing, Shoes & Jewelry | Costumes & Accessories | Men | Masks",Clothing,Skirt,M,Gold,4.1,2023-01-15,Y,Credit Card
d001b4eee2dccc192af6aed5c5724dce,Toys & Games | Kids' Electronics | Electronic Learning Toys,Footwear,Sandals,S,Olive,3.2,2023-01-16,Y,Cash
4dc89545c42440c3130eacc99ac0e1e2,Toys & Games | Play Vehicles | Die-Cast Vehicles,Outerwear,Jacket,L,Teal,3.0,2023-01-17,Y,PayPal
b57b633c21bfcb3dfd83d4550c74d36e,"Toys & Games | Collectible Toys | Statues, Bobbleheads & Busts | Bobbleheads",Clothing,Skirt,L,Maroon,4.2,2023-01-18,Y,Debit Card
e57b5602e9dc1cb10bb8940f76343428,Toys & Games | Party Supplies | Party Favors,Accessories,Handbag,L,Blue,4.2,2023-01-19,Y,Debit Card
e445b3013605b075f00d38a17f672c46,Toys & Games | Puzzles | Brain Teasers,Accessories,Handbag,L,Peach,4.4,2023-01-20,Y,Debit Card
69d94b2a9fd2f8d6af37bf84f5867d1b,Toys & Games | Baby & Toddler Toys | Sorting & Stacking Toys,Outerwear,Jacket,L,Blue,4.2,2023-01-21,Y,Cash
949fecfddf19be861707825572c4fd42,"Clothing, Shoes & Jewelry | Costumes & Accessories | Men | Costumes & Cosplay Apparel | Costumes",Accessories,Scarf,S,Orange,2.8,2023-01-22,Y,PayPal
3b56dd2a0da42e866058761279d61c19,Toys & Games | Dress Up & Pretend Play | Pretend Play | Paper & Magnetic Dolls | Magnetic Dress-up Dolls,Clothing,Shorts,L,Yellow,3.7,2023-01-23,Y,Venmo
a3e13ab929e22c05eac37a51f19b85bd,Toys & Games | Arts & Crafts | Craft Kits | Jewelry,Accessories,Sunglasses,M,Purple,3.5,2023-01-24,Y,Bank Transfer
dac7268ed3332f952d2f68e90a722005,Office Products | Office & School Supplies,Clothing,T-shirt,S,Magenta,2.9,2023-01-25,Y,Credit Card
16643516084cbe67f8a238a8b02f7287,Toys & Games | Stuffed Animals & Plush Toys | Stuffed Animals & Teddy Bears,Accessories,Belt,M,Cyan,3.0,2023-01-26,Y,Cash
5d26b156688b9fa271225dda74884def,Toys & Games | Hobbies | Models & Model Kits | Model Kits | Figure Kits,Footwear,Sneakers,S,Indigo,3.7,2023-01-27,Y,Debit Card
d9f0af321c22c625b2a9145fbcdccbe2,"Toys & Games | Collectible Toys | Statues, Bobbleheads & Busts",Accessories,Hat,XL,Magenta,4.4,2023-01-28,Y,Bank Transfer
abcc5312aebd6624aa422881e192ddcb,,Accessories,Gloves,XL,Gray,4.5,2023-01-29,Y,PayPal
4d1942be02252103bc227133970db3ec,Toys & Games | Dress Up & Pretend Play | Costumes,Clothing,Pants,M,Turquoise,4.8,2023-01-30,Y,PayPal
399bb9009c2a058755faa7b1889fd2c5,,Clothing,Socks,S,Beige,2.9,2023-01-31,Y,Cash
a6737b0c04b96b728bc14669376d3ebf,Sports & Outdoors | Outdoor Recreation | Cycling | Kids' Bikes & Accessories | Kids' Bikes,Outerwear,Jacket,M,Olive,3.2,2023-02-01,N,Bank Transfer
b24cdf404d3a7505edcd35049aec46d1,Toys & Games | Stuffed Animals & Plush Toys | Stuffed Animals & Teddy Bears,Footwear,Shoes,L,Violet,3.3,2023-02-02,Y,PayPal
3ace0bf66d966fd622f6b46f025bd478,Toys & Games | Sports & Outdoor Play | Kites & Wind Spinners | Kite Accessories,Clothing,Jeans,M,Turquoise,4.2,2023-02-03,Y,Venmo
98e34c37b5ee85b4c20cf72962b57868,Toys & Games | Sports & Outdoor Play | Blasters & Foam Play,Clothing,Socks,M,White,2.9,2023-02-04,Y,Credit Card
413ca2eda708e4b85343919c0e1e3926,Toys & Games | Games & Accessories,Footwear,Sandals,S,Silver,4.6,2023-02-05,Y,PayPal
3de177e1a695a48dbf706d14e587021f,Toys & Games | Learning & Education | Counting & Math Toys,Accessories,Scarf,L,Olive,4.1,2023-02-06,Y,Credit Card
aa6b0cc46a76b6ff6aeafa2eec3c7816,Toys & Games | Arts & Crafts | Stickers,Clothing,Blouse,M,Blue,3.1,2023-02-07,Y,Debit Card
81dfc6db189d68b3e9df6c52e6c05b5e,Toys & Games | Hobbies | Trains & Accessories | Train Cars | Freight Cars | Flatcars,Accessories,Jewelry,L,Purple,4.2,2023-02-08,Y,Bank Transfer
4b64df884b56adb12adf150210014b55,Toys & Games | Play Vehicles | Play Trains & Railway Sets | Train Sets,Clothing,Sweater,XL,Yellow,4.5,2023-02-09,Y,Bank Transfer
45552618acd76bfc988bbcc3a1b1c283,Toys & Games | Hobbies | Models & Model Kits | Pre-Built & Diecast Models | Vehicles,Accessories,Gloves,S,Silver,3.7,2023-02-10,Y,Credit Card
3cdbb47eb172e3493578a8e34a03620b,Toys & Games | Stuffed Animals & Plush Toys | Stuffed Animals & Teddy Bears,Accessories,Sunglasses,M,Cyan,3.7,2023-02-11,Y,Debit Card
a69473e10884b515db3fd1641a482c02,Toys & Games | Dolls & Accessories | Playsets,Outerwear,Coat,L,Green,3.4,2023-02-12,Y,PayPal
c9b11077922a9749af9a0fba287d4a9a,Toys & Games | Sports & Outdoor Play | Play Sets & Playground Equipment | Play & Swing Sets,Clothing,Dress,M,Beige,3.0,2023-02-13,Y,Debit Card
7424129380500542d0249e85acd8650a,Toys & Games | Baby & Toddler Toys | Bath Toys,Clothing,Skirt,M,Peach,4.2,2023-02-14,Y,Cash
c1131c0e691eb6bced30c8bb4d83d6bd,Toys & Games | Arts & Crafts,Clothing,Pants,L,Yellow,2.9,2023-02-15,Y,Credit Card
17613b9ed88977175dae7a56ac633aa2,"Baby Products | Activity & Entertainment | Bouncers, Jumpers & Swings",Clothing,Sweater,XL,Turquoise,3.5,2023-02-16,Y,Bank Transfer
4113d917ad2aebb11bda8be942af8c8f,Toys & Games | Stuffed Animals & Plush Toys | Stuffed Animals & Teddy Bears,Clothing,Hoodie,M,Peach,4.1,2023-02-17,Y,Venmo
69a2f7ccc7fc205e4b465055f6290243,Toys & Games | Hobbies | Remote & App Controlled Vehicles & Parts | Remote & App Controlled Vehicle Parts,Outerwear,Coat,L,Gray,4.3,2023-02-18,Y,Debit Card
f31bfb4819c532127aa16ddf8760c57e,Toys & Games | Puzzles | Jigsaw Puzzles,Accessories,Jewelry,M,Olive,2.8,2023-02-19,Y,Debit Card
f014ccef100ac3121c4522e693fa737f,,Accessories,Belt,S,Indigo,4.9,2023-02-20,Y,PayPal
891db9b404384c144c8f7821ec997c35,Toys & Games | Hobbies | Remote & App Controlled Vehicles & Parts | Remote & App Controlled Vehicles | Trucks,Footwear,Sandals,L,Charcoal,3.3,2023-02-21,Y,Venmo
5b9175244eadc52976fd651d4e652ae8,Toys & Games | Toy Figures & Playsets | Action Figures,Accessories,Sunglasses,XL,Beige,3.2,2023-02-22,Y,Venmo
1b57c36db1c3a2466b249260467066be,Toys & Games | Hobbies | Trains & Accessories | Train Cars | Locomotives | Diesel,Clothing,Sweater,XL,Brown,4.4,2023-02-23,Y,Debit Card
534dadfc5d3cfb9a3458dc4d0cb33ca5,Toys & Games | Sports & Outdoor Play | Pools & Water Toys | Pool Rafts & Inflatable Ride-ons,Accessories,Backpack,L,Blue,4.4,2023-12-09,Y,PayPal
7edbff77b5a1963eafd07e27ce66f5f3,Toys & Games | Learning & Education | Flash Cards,Accessories,Belt,M,Blue,4.8,2023-02-24,Y,PayPal
29aee387a9199d8f3f330193aa2eded0,Toys & Games | Arts & Crafts | Craft Kits | Paint with Water Kits,Accessories,Handbag,S,Teal,4.2,2023-02-25,Y,Credit Card
4b77ea4b37f80f95958af3fa2eb2b300,,Clothing,Skirt,L,Black,4.0,2023-02-26,Y,Bank Transfer
22bccbee6c18e566f04592da316e3c34,"Sports & Outdoors | Outdoor Recreation | Skates, Skateboards & Scooters | Skateboarding | Standard Skateboards & Longboards | Longboards",Accessories,Handbag,XL,Gold,2.5,2023-02-27,Y,PayPal
339800b086da34a39a9ae4c4c5a02f48,"Sports & Outdoors | Outdoor Recreation | Skates, Skateboards & Scooters | Inline & Roller Skating | Inline Skates",Clothing,Shorts,M,Violet,3.9,2023-02-28,Y,Venmo
b501e323c7a740ad13e56a952dd36dfe,Toys & Games | Arts & Crafts,Footwear,Boots,L,Cyan,4.9,2023-03-01,Y,Bank Transfer
f686fb07d2973557ef45f532b928e458,,Accessories,Sunglasses,M,White,3.5,2023-03-02,Y,PayPal
82d6de2993fa037d25d5c72ebe3d3243,Toys & Games | Building Toys | Building Sets,Accessories,Scarf,M,Charcoal,4.2,2023-03-03,Y,Debit Card
762c9ee1be7ca359274fecdba946cfe3,Sports & Outdoors | Sports & Fitness | Leisure Sports & Game Room | Table Tennis | Table Tennis Sets,Accessories,Jewelry,XL,Violet,4.7,2023-03-04,Y,Credit Card
24bcd58cf8d6107db9b7f332c2135e48,Toys & Games | Puzzles | Jigsaw Puzzles,Accessories,Handbag,M,Red,4.5,2023-03-05,Y,Credit Card
d8aa0b362b490a7e52e800af61d24bfb,Toys & Games | Baby & Toddler Toys,Accessories,Gloves,S,Lavender,2.8,2023-03-06,Y,Cash
ceb83bfa91665801a1b91aef401fd799,,Clothing,Jeans,M,Gold,2.9,2023-03-07,Y,Debit Card
37a6a6e890884bb482d93c8e9291bbe8,Baby Products | Nursery | Furniture | Cribs & Nursery Beds | Toddler Beds,Accessories,Hat,S,Red,3.2,2023-03-08,Y,Credit Card
2d584ce3af7e45ddaf7cf6b437ee2dd4,Video Games | Nintendo Switch | Games,Clothing,Jeans,L,Magenta,4.9,2023-03-09,Y,Credit Card
466d00b55d13e340fa2738697e795259,Toys & Games | Toy Figures & Playsets | Action Figures,Clothing,Pants,M,Teal,3.7,2023-03-10,Y,Debit Card
37ed1450d4e14d6f886b36e6ce7305eb,"Sports & Outdoors | Outdoor Recreation | Skates, Skateboards & Scooters | Scooters & Equipment | Scooters",Clothing,Shorts,M,Purple,4.3,2023-03-11,Y,Venmo
a0ab6d26f3316848cdabb34aa091697b,Toys & Games | Kids' Electronics | Electronic Learning Toys,Clothing,Pants,S,Charcoal,3.9,2023-03-12,Y,Cash
c2cbb52a1cbbd9cbd15af7e1941b8258,"Clothing, Shoes & Jewelry | Luggage & Travel Gear | Backpacks",Accessories,Backpack,M,Gray,3.2,2023-03-13,Y,Bank Transfer
844a6914bca4e87d8f5e5707363d9453,Toys & Games | Dolls & Accessories | Playsets,Accessories,Jewelry,L,White,3.1,2023-03-14,Y,Credit Card
8595d2bff8411bf8ce6c7eb9d82c8b34,Toys & Games | Dress Up & Pretend Play | Pretend Play,Clothing,Sweater,M,Olive,3.9,2023-03-15,Y,Venmo
7b76de91893329969ed1d92bb3f160be,Toys & Games | Arts & Crafts | Craft Kits,Footwear,Shoes,M,Charcoal,2.6,2023-03-16,Y,Cash
63a6d2414653205df2a58cfe59c9515e,Toys & Games | Toy Figures & Playsets | Action Figures,Clothing,Blouse,M,Charcoal,3.3,2023-03-17,Y,Cash
a40833749bb2b49c0b4e20eda18b2498,Toys & Games | Novelty & Gag Toys,Clothing,Jeans,XL,Orange,4.6,2023-03-18,Y,Bank Transfer
c16b45bd9a78192f515943d6e9a0ce6e,Toys & Games | Stuffed Animals & Plush Toys | Plush Puppets,Accessories,Sunglasses,XL,Yellow,4.6,2023-03-19,Y,Credit Card
92450364e622ad81cbb50ebae1157e68,,Accessories,Jewelry,M,Beige,4.4,2023-03-20,Y,Debit Card
9eb85128798f24fca126e4640b941417,Toys & Games | Party Supplies | Party Favors,Outerwear,Coat,S,Silver,4.2,2023-03-21,Y,Debit Card
dea30d4ffebdef86db48683ea1eba3e1,Toys & Games | Party Supplies | Balloons,Accessories,Jewelry,M,Indigo,3.0,2023-03-22,Y,Cash
d49b828318fdd2a558f8009a4dddab7d,Toys & Games | Games & Accessories | Board Games,Unk,N,N,N,N,N,Y,Unk
90f3d45ebaa97aabd593470630268c84,Toys & Games | Hobbies | Trains & Accessories | Train Cars | Freight Cars | Boxcars,Unk,N,N,N,N,N,Y,Unk
8b205983b35a7751fe26ac6a2bdf0fda,"Toys & Games | Kids'' Furniture, Décor & Storage | Toy Chests & Storage",Clothing,Shirt,M,Green,3.0,2023-03-25,Y,Bank Transfer
40ba2b8894421bb803d20811e37e08bc,Toys & Games | Stuffed Animals & Plush Toys | Plush Pillows,Clothing,Sweater,M,Orange,3.7,2023-03-26,Y,Debit Card
fe89e1abfdd0674db0fcce601edff4a5,Toys & Games | Stuffed Animals & Plush Toys | Stuffed Animals & Teddy Bears,Footwear,Sneakers,L,Turquoise,4.0,2023-03-27,Y,Bank Transfer
464420bbe766978dc412f3290f213fd2,Toys & Games | Arts & Crafts | Clay & Dough,Footwear,Sandals,S,Cyan,4.2,2023-03-28,Y,Cash
ae3b5b98ce5d15302ca627ccd64d43bf,"Toys & Games | Kids'' Furniture, Décor & Storage",Accessories,Belt,XL,Charcoal,2.5,2023-03-29,Y,Debit Card
d5da00041b0702afee4d235142c67625,Toys & Games | Games & Accessories | Card Games,Clothing,Skirt,M,Teal,3.0,2023-03-30,N,Cash
17f96f39eb7728be6910508a529710ea,Toys & Games | Sports & Outdoor Play | Ball Pits & Accessories,Clothing,Sweater,S,Maroon,3.2,2023-03-31,Y,Venmo
13c572dee5928098154a952ec582115f,,Clothing,Skirt,M,Red,3.5,2023-04-01,Y,PayPal
ede3d4a0a98b7e0a5a8cea4240498c1d,"Toys & Games | Collectible Toys | Statues, Bobbleheads & Busts | Statues",Accessories,Handbag,XL,Yellow,4.8,2023-04-02,Y,Debit Card
35d0e484bbb4687112e52071376dde6b,Sports & Outdoors | Sports & Fitness | Leisure Sports & Game Room | Trampolines & Accessories | Parts & Accessories,Accessories,Jewelry,L,Gray,2.6,2023-04-03,N,Debit Card
2e2d46cee23bf6e46bcfc3202be60176,Toys & Games | Arts & Crafts | Stickers,Accessories,Scarf,L,Blue,3.4,2023-04-04,Y,Venmo
896dda12412dc704c34b162e81eebf21,"Toys & Games | Kids'' Furniture, Décor & Storage | Toy Chests & Storage",Clothing,T-shirt,M,Lavender,3.7,2023-04-05,Y,Venmo
ff6da764e297a604a998d3d7b6ea6304,Toys & Games | Sports & Outdoor Play | Pools & Water Toys | Beach Balls,Outerwear,Coat,M,Yellow,4.5,2023-04-06,Y,Credit Card
2fad8b7fef6553a6e24f08f21191441e,Toys & Games | Puzzles | Brain Teasers,Clothing,T-shirt,M,Indigo,3.7,2023-04-07,Y,PayPal
467d2e5a3a63120804e28b928cff426c,Toys & Games | Novelty & Gag Toys | Money Banks,Clothing,Dress,XL,Violet,3.3,2023-04-08,Y,Bank Transfer
11f0583299c812341361ca81ada5bf0b,Toys & Games | Dolls & Accessories | Dolls,Footwear,Shoes,M,Green,4.7,2023-04-09,Y,Cash
892cac2d4cd163b5a93bf10620269b6e,Baby Products | Strollers & Accessories | Accessories | Travel Carry Bags,Accessories,Handbag,M,White,2.7,2023-04-10,Y,PayPal
cc200bd5afb47bd3936cbdc6b80cdd37,Toys & Games | Dolls & Accessories | Dolls,Clothing,Skirt,M,Gold,4.6,2023-04-11,Y,Credit Card
ef19c63947c9fda0b1d80b5f060d838b,Toys & Games | Learning & Education | Science Kits & Toys,Accessories,Sunglasses,M,Indigo,2.7,2023-04-12,Y,Credit Card
1415fed85fb0f78111c2572fdf57dcd2,Toys & Games | Sports & Outdoor Play | Play Sets & Playground Equipment | Play & Swing Sets,Footwear,Sandals,S,Lavender,4.8,2023-04-13,Y,Credit Card
193bbc5ac833527b38df3f6c88acdb56,Toys & Games | Stuffed Animals & Plush Toys | Stuffed Animals & Teddy Bears,Footwear,Shoes,XL,Purple,4.4,2023-04-14,Y,Credit Card
0a92d664b10f16e38fb86cc591ad182d,Toys & Games | Dress Up & Pretend Play | Pretend Play,Clothing,T-shirt,M,Lavender,4.0,2023-04-15,Y,Venmo
fbb3dd5666d96d6f33dc05e8ef36c966,Toys & Games | Party Supplies | Balloons,Footwear,Sneakers,M,Maroon,3.2,2023-04-16,Y,PayPal
d05ce0cf8892e4a9ad56b2b3b7b68a8b,Home & Kitchen | Furniture | Kids' Furniture | Chairs & Seats | Folding Chairs,Accessories,Hat,M,Teal,4.4,2023-04-17,Y,PayPal
e8ca697a9f4d83302063339fcd7ad253,Toys & Games | Arts & Crafts | Craft Kits | Felt Kits,Clothing,Skirt,M,Green,3.8,2023-04-18,Y,Credit Card
5c987de5f8692ccd546aa3785645e6eb,Toys & Games | Dolls & Accessories | Dolls,Clothing,Sweater,L,Olive,3.6,2023-04-19,Y,Bank Transfer
507f45a97083f6f8ae4fb0fd11963d32,"Arts, Crafts & Sewing | Crafting | Woodcrafts | Unfinished Wood",Footwear,Sandals,M,Turquoise,3.3,2023-04-20,Y,Venmo
bb8abd646e2df22707d58d6270d4d0a4,Toys & Games | Puzzles | Brain Teasers,Clothing,Dress,M,Green,3.4,2023-04-21,Y,Credit Card
b7be8e6025ce0e162a03f75e965d02d8,"Clothing, Shoes & Jewelry | Costumes & Accessories | Kids & Baby | Girls | Costumes",Clothing,Sweater,M,Teal,3.5,2023-04-22,Y,PayPal
1a87e17929a9a29a3161a87fbb86a18e,Toys & Games | Sports & Outdoor Play | Play Tents & Tunnels,Outerwear,Jacket,S,White,3.6,2023-04-23,Y,Cash
37cded0a92727142293921e711c05e7a,Toys & Games | Games & Accessories | Card Games | Standard Playing Card Decks,Accessories,Gloves,M,Orange,3.2,2023-04-24,Y,Credit Card
0c36cae77b88555642434d7dcd34fa9b,Toys & Games | Toy Figures & Playsets | Action Figures,Accessories,Handbag,M,Beige,3.7,2023-04-25,Y,Venmo
eba165b021370ee68be2236652cf06ae,Toys & Games | Play Vehicles | Die-Cast Vehicles,Clothing,Dress,M,Yellow,4.5,2023-04-26,Y,Cash
99ea31e1aca2db1727ed485118008d90,Office Products | Office & School Supplies | Paper | Notebooks & Writing Pads | Chart Tablets,Clothing,Pants,M,Charcoal,4.6,2023-04-27,Y,Cash
2244b6a3a3c80cf3d148eb7b09d0e193,Toys & Games | Games & Accessories | Board Games,Clothing,Jeans,L,Silver,4.1,2023-04-28,Y,Bank Transfer
52a31da0589eb4f53ff09a214636874e,,Clothing,Pants,L,Green,3.4,2023-04-29,Y,PayPal
